asset,event,file,original_title,creator,site,url,license,license_url,date
"kenney_impact_sounds","SFX_SWORD_HIT_METAL","kenney_impact_sounds/sword_hit_metal_01.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_METAL","kenney_impact_sounds/sword_hit_metal_02.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_METAL","kenney_impact_sounds/sword_hit_metal_03.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_METAL","kenney_impact_sounds/sword_hit_metal_04.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_METAL","kenney_impact_sounds/sword_hit_metal_05.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_WOOD","kenney_impact_sounds/sword_hit_wood_01.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_WOOD","kenney_impact_sounds/sword_hit_wood_02.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_WOOD","kenney_impact_sounds/sword_hit_wood_03.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_WOOD","kenney_impact_sounds/sword_hit_wood_04.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_WOOD","kenney_impact_sounds/sword_hit_wood_05.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_STONE","kenney_impact_sounds/sword_hit_stone_01.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_STONE","kenney_impact_sounds/sword_hit_stone_02.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_STONE","kenney_impact_sounds/sword_hit_stone_03.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_STONE","kenney_impact_sounds/sword_hit_stone_04.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_STONE","kenney_impact_sounds/sword_hit_stone_05.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_FLESH","kenney_impact_sounds/sword_hit_flesh_01.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_FLESH","kenney_impact_sounds/sword_hit_flesh_02.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_FLESH","kenney_impact_sounds/sword_hit_flesh_03.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_FLESH","kenney_impact_sounds/sword_hit_flesh_04.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_impact_sounds","SFX_SWORD_HIT_FLESH","kenney_impact_sounds/sword_hit_flesh_05.ogg","Impact Sounds","Kenney","kenney.nl","https://kenney.nl/assets/impact-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_HOVER","kenney_interface_sounds/ui_hover_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_HOVER","kenney_interface_sounds/ui_hover_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_HOVER","kenney_interface_sounds/ui_hover_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_HOVER","kenney_interface_sounds/ui_hover_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_HOVER","kenney_interface_sounds/ui_hover_05.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_05.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_06.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_07.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SELECT","kenney_interface_sounds/ui_select_08.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_BACK","kenney_interface_sounds/ui_back_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_BACK","kenney_interface_sounds/ui_back_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_BACK","kenney_interface_sounds/ui_back_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_BACK","kenney_interface_sounds/ui_back_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CONFIRM","kenney_interface_sounds/ui_confirm_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CONFIRM","kenney_interface_sounds/ui_confirm_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CONFIRM","kenney_interface_sounds/ui_confirm_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CONFIRM","kenney_interface_sounds/ui_confirm_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_05.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_06.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_07.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_ERROR","kenney_interface_sounds/ui_error_08.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_OPEN","kenney_interface_sounds/ui_open_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_OPEN","kenney_interface_sounds/ui_open_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_OPEN","kenney_interface_sounds/ui_open_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_OPEN","kenney_interface_sounds/ui_open_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CLOSE","kenney_interface_sounds/ui_close_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CLOSE","kenney_interface_sounds/ui_close_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CLOSE","kenney_interface_sounds/ui_close_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_CLOSE","kenney_interface_sounds/ui_close_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_05.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_06.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_07.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_08.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_09.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_10.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_TOGGLE","kenney_interface_sounds/ui_toggle_11.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SCROLL","kenney_interface_sounds/ui_scroll_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SCROLL","kenney_interface_sounds/ui_scroll_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SCROLL","kenney_interface_sounds/ui_scroll_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SCROLL","kenney_interface_sounds/ui_scroll_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_SCROLL","kenney_interface_sounds/ui_scroll_05.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_NOTIFICATION","kenney_interface_sounds/ui_notification_01.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_NOTIFICATION","kenney_interface_sounds/ui_notification_02.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_NOTIFICATION","kenney_interface_sounds/ui_notification_03.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_interface_sounds","SFX_UI_NOTIFICATION","kenney_interface_sounds/ui_notification_04.ogg","Interface Sounds","Kenney","kenney.nl","https://kenney.nl/assets/interface-sounds","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"kenney_music_jingles","MUS_STING_ENDCARD","kenney_music_jingles/sting_endcard_01.ogg","Music Jingles (8-Bit, Hit, Pizzicato, Sax, Steel)","Kenney","kenney.nl","https://kenney.nl/assets/music-jingles","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","2026-08-24"
"notw_ambience_loops","AMB_CAMPFIRE_LOOP","notw_ambience_loops/campfire_loop_01.ogg","Procedurally synthesized ambience loops (scripts/tools/synth_ambience.py)","NOTW contributors","in-repo","scripts/tools/synth_ambience.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_ambience_loops","AMB_FOREST_NIGHT","notw_ambience_loops/forest_night_01.ogg","Procedurally synthesized ambience loops (scripts/tools/synth_ambience.py)","NOTW contributors","in-repo","scripts/tools/synth_ambience.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_D3","notw_lute_notes/lute_note_d3_01.ogg","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_G3","notw_lute_notes/lute_note_g3_01.ogg","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_A3","notw_lute_notes/lute_note_a3_01.ogg","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_B3","notw_lute_notes/lute_note_b3_01.ogg","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_D4","notw_lute_notes/lute_note_d4_01.wav","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_E4","notw_lute_notes/lute_note_e4_01.wav","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_G4","notw_lute_notes/lute_note_g4_01.wav","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_lute_notes","INSTR_LUTE_NOTE_A4","notw_lute_notes/lute_note_a4_01.wav","Karplus-Strong synthesized lute notes (scripts/tools/synth_lute.py)","NOTW contributors","in-repo","scripts/tools/synth_lute.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-24"
"notw_synthesized_sfx","AMB_ARCHIVES_ROOMTONE","notw_synthesized_sfx/archives_roomtone_01.ogg","Procedurally synthesized SFX one-shots and weather layers (scripts/tools/synth_sfx.py)","NOTW contributors","in-repo","scripts/tools/synth_sfx.py","Project-original (CC BY-NC-SA 4.0 per LICENSE-ASSETS.md)","../../LICENSE-ASSETS.md","2026-08-26"
